row_index,source_column,source_type,path,duration_seconds,fps,width,height,mean_visible_joints,trace_length,avg_keypoint_confidence,confidence_variance,mean_bbox_area_ratio,velocity_mean,velocity_max,velocity_variance,left_shoulder_elbow,right_shoulder_elbow,left_hip_knee,right_hip_knee
10,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00272849-8556-4517-A749-19478D32A8B1_0.npz,2.800141532422274,29.998483657836914,512,910,16.988095238095237,84,0.6928235292434692,0.014425435103476048,0.1042877733707428,3.4106087684631348,49.533042907714844,8.331674575805664,58.14686965942383,24.7518253326416,73.15940856933594,32.215789794921875
11,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00272849-8556-4517-A749-19478D32A8B1_1.npz,2.800141532422274,29.998483657836914,512,910,17.0,84,0.7087359428405762,0.010978071950376034,0.10745099931955338,2.978668689727783,24.27368927001953,5.85556697845459,24.946317672729492,3.4261112213134766,21.07134246826172,12.078550338745117
12,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00272849-8556-4517-A749-19478D32A8B1_2.npz,3.0001516418810077,29.998483657836914,512,910,17.0,90,0.7082915902137756,0.013358855620026588,0.09319907426834106,2.9099173545837402,99.75718688964844,16.36796760559082,14.502887725830078,10.08403205871582,40.30783462524414,10.762476921081543
13,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00272849-8556-4517-A749-19478D32A8B1_3.npz,3.6001819702572093,29.998483657836914,512,910,17.0,108,0.7208535075187683,0.014596251770853996,0.12325419485569,2.9022867679595947,17.061758041381836,4.684513092041016,24.073949813842773,12.17525863647461,21.993820190429688,27.77018165588379
14,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00272849-8556-4517-A749-19478D32A8B1_4.npz,3.566846952014087,29.998483657836914,512,910,17.0,107,0.7168013453483582,0.013095738366246223,0.12817135453224182,2.7795209884643555,71.45514678955078,9.780342102050781,93.13784790039062,3.3751742839813232,92.21568298339844,17.909711837768555
15,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00D2D00B-739E-426C-A315-F108F68E5F37_0.npz,3.60203934735541,29.983015060424805,512,910,16.574074074074073,108,0.6461119055747986,0.015177367255091667,0.08263441920280457,2.6081275939941406,48.82004928588867,8.699369430541992,2.972818613052368,3.0012905597686768,16.313186645507812,21.97083282470703
16,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00D2D00B-739E-426C-A315-F108F68E5F37_1.npz,4.002265941506011,29.983015060424805,512,910,16.725,120,0.6627109050750732,0.016068197786808014,0.07755976170301437,2.3709819316864014,50.09417724609375,6.102535724639893,2.6225087642669678,7.3109540939331055,13.992165565490723,11.906174659729004
17,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00D2D00B-739E-426C-A315-F108F68E5F37_2.npz,3.802152644430711,29.983015060424805,512,910,16.482456140350877,114,0.65738844871521,0.015332876704633236,0.07205706834793091,2.2374820709228516,65.41197204589844,8.988971710205078,7.425843715667725,90.9629135131836,17.114900588989258,9.660811424255371
18,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00D2D00B-739E-426C-A315-F108F68E5F37_3.npz,4.002265941506011,29.983015060424805,512,910,16.45,120,0.6558492183685303,0.015356850810348988,0.0829935222864151,2.8627021312713623,45.53790283203125,9.601882934570312,4.266489028930664,6.2499542236328125,28.83673858642578,10.852952003479004
19,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/00D2D00B-739E-426C-A315-F108F68E5F37_4.npz,4.202379238581312,29.983015060424805,512,910,16.38095238095238,126,0.656410276889801,0.015811117365956306,0.08118190616369247,2.744389772415161,128.15667724609375,21.582902908325195,5.502223491668701,113.87213134765625,27.719953536987305,14.881887435913086
20,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/01128e5f-5213-460b-b781-643299ca4b62393543918686094976_0.npz,1.6,10.0,512,910,17.0,16,0.755344033241272,0.00796165969222784,0.11530384421348572,6.214688301086426,22.525129318237305,17.417646408081055,20.875064849853516,26.38089370727539,5.356361389160156,6.806797981262207
21,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/01128e5f-5213-460b-b781-643299ca4b62393543918686094976_1.npz,3.2,10.0,512,910,17.0,32,0.7559269666671753,0.008952679112553596,0.15605904161930084,10.20742416381836,54.97023391723633,54.16943359375,67.23638153076172,31.579952239990234,205.60235595703125,117.58553314208984
22,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/01128e5f-5213-460b-b781-643299ca4b62393543918686094976_2.npz,2.0,10.0,512,910,17.0,20,0.6608872413635254,0.01676306128501892,0.1469213217496872,11.37907600402832,59.51728820800781,64.45520782470703,203.4646453857422,20.931163787841797,203.75706481933594,94.66786193847656
23,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/01128e5f-5213-460b-b781-643299ca4b62393543918686094976_3.npz,2.6,10.0,512,910,17.0,26,0.7520664930343628,0.008162899874150753,0.16636012494564056,9.10390853881836,38.192352294921875,33.8084831237793,140.30108642578125,46.89560317993164,131.72381591796875,124.4588623046875
24,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/0121E47B-C556-44BF-98DA-FC3AB183D52E_0.npz,4.803542346170631,29.977876663208008,512,910,16.993055555555557,144,0.7252616286277771,0.013007002882659435,0.11119163036346436,2.703000783920288,61.8521614074707,13.868340492248535,93.61310577392578,128.86204528808594,89.45135498046875,52.44993209838867
25,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/0121E47B-C556-44BF-98DA-FC3AB183D52E_1.npz,3.202361564113754,29.977876663208008,512,910,17.0,96,0.6884324550628662,0.015217268839478493,0.11255902051925659,4.538726806640625,126.30706024169922,65.17062377929688,190.24407958984375,80.94941711425781,112.26348876953125,77.043701171875
26,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/0121E47B-C556-44BF-98DA-FC3AB183D52E_2.npz,3.602656759627973,29.977876663208008,512,910,17.0,108,0.6946609020233154,0.014051968231797218,0.128036767244339,3.8036444187164307,123.15036010742188,32.06155014038086,278.3846130371094,210.99423217773438,179.1663055419922,92.79051971435547
27,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/0121E47B-C556-44BF-98DA-FC3AB183D52E_3.npz,3.802804357385083,29.977876663208008,512,910,17.0,114,0.7081218361854553,0.014783105812966824,0.13962368667125702,3.1516122817993164,74.51627349853516,15.797600746154785,139.10227966308594,195.86915588378906,99.7908706665039,54.696041107177734
28,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/0121E47B-C556-44BF-98DA-FC3AB183D52E_4.npz,4.203099552899302,29.977876663208008,512,910,16.976190476190474,126,0.7040414810180664,0.013960626907646656,0.12389655411243439,3.2490200996398926,76.6539535522461,19.158750534057617,134.74327087402344,130.54690551757812,86.09680938720703,42.48641586303711
29,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/016568e7-b979-455a-8089-635cbace9af82659461804982235883_0.npz,2.994012029240683,15.029999732971191,512,910,17.0,45,0.6905882954597473,0.010097487829625607,0.12763981521129608,3.8567352294921875,22.03084945678711,7.440374851226807,7.76788854598999,9.387436866760254,12.199475288391113,6.075220584869385
30,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/016568e7-b979-455a-8089-635cbace9af82659461804982235883_1.npz,2.594810425341925,15.029999732971191,512,910,17.0,39,0.7222335338592529,0.013353688642382622,0.13919641077518463,4.8067827224731445,32.19670104980469,12.878395080566406,73.70364379882812,16.749908447265625,27.081329345703125,15.656012535095215
31,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/0193bc2b-8b2a-4dcb-b00a-19571be5f401655529219830858816_0.npz,3.5909713003388544,29.239999771118164,512,768,17.0,105,0.6747124791145325,0.012649783864617348,0.03949740156531334,2.1310231685638428,41.524658203125,12.652052879333496,15.786084175109863,9.622360229492188,2.095669984817505,6.078932285308838
32,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/0193bc2b-8b2a-4dcb-b00a-19571be5f401655529219830858816_1.npz,1.607387153485011,29.239999771118164,512,768,17.0,47,0.6589241027832031,0.010650197975337505,0.03579893708229065,1.8508012294769287,26.220352172851562,4.121636390686035,3.793297290802002,8.691520690917969,4.850700378417969,5.232592582702637
33,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/0193bc2b-8b2a-4dcb-b00a-19571be5f401655529219830858816_2.npz,2.2229822335431004,29.239999771118164,512,768,16.892307692307693,65,0.6411975622177124,0.012867910787463188,0.038716088980436325,1.774061918258667,33.46329116821289,6.743932723999023,9.213211059570312,9.300000190734863,9.749526023864746,6.763007640838623
34,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/02d2e446-c434-4c7b-9773-4bbde8242d3d26250645093852462_0.npz,2.9975020244734583,24.020000457763672,512,910,17.0,72,0.7134768962860107,0.012951681390404701,0.030644536018371582,1.3374834060668945,37.57992935180664,2.3776955604553223,9.456527709960938,25.417503356933594,2.0484888553619385,2.2205891609191895
35,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/02d2e446-c434-4c7b-9773-4bbde8242d3d26250645093852462_1.npz,2.3730224360414875,24.020000457763672,512,910,17.0,57,0.7098090052604675,0.013147847726941109,0.03285927698016167,1.6929446458816528,21.637136459350586,2.589153528213501,4.032386302947998,18.58218765258789,8.839155197143555,3.729637622833252
36,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/02d2e446-c434-4c7b-9773-4bbde8242d3d26250645093852462_2.npz,1.9983346829823054,24.020000457763672,512,910,17.0,48,0.7312185168266296,0.012199661694467068,0.0315413661301136,1.2624961137771606,19.060821533203125,1.5462279319763184,0.1701505333185196,16.81709098815918,1.3611894845962524,1.357408881187439
37,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/02d2e446-c434-4c7b-9773-4bbde8242d3d26250645093852462_3.npz,2.3730224360414875,24.020000457763672,512,910,17.0,57,0.7040835022926331,0.013264812529087067,0.03187178820371628,1.4418383836746216,45.904666900634766,4.132387161254883,7.273735046386719,7.084726810455322,7.18589448928833,4.128401756286621
38,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/038FB02D-43A0-4F58-B4C2-03A39EF1597B_0.npz,2.201933333036374,29.97365951538086,512,910,17.0,66,0.8444031476974487,0.007820894941687584,0.028997424989938736,1.4887837171554565,8.58318042755127,1.136366844177246,2.144855499267578,2.655507802963257,1.6416950225830078,2.3450655937194824
39,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/038FB02D-43A0-4F58-B4C2-03A39EF1597B_1.npz,2.8024606056826578,29.97365951538086,512,910,17.0,84,0.7998424768447876,0.011084404774010181,0.028813162818551064,1.9487193822860718,16.79281997680664,3.6863839626312256,3.2459986209869385,3.364046812057495,5.524782657623291,3.7030537128448486
40,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/038FB02D-43A0-4F58-B4C2-03A39EF1597B_2.npz,3.1694494945220533,29.97365951538086,512,910,17.0,95,0.7870137691497803,0.009321731515228748,0.03006966970860958,1.592102289199829,33.99235153198242,2.8933496475219727,5.208332538604736,5.625130653381348,3.391179084777832,3.899590492248535
41,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/038FB02D-43A0-4F58-B4C2-03A39EF1597B_3.npz,3.002636363231419,29.97365951538086,512,910,17.0,90,0.7997658848762512,0.010541941039264202,0.027700649574398994,1.4979515075683594,13.059101104736328,1.2653127908706665,6.966763496398926,4.099437236785889,2.4454641342163086,2.48791766166687
42,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/038FB02D-43A0-4F58-B4C2-03A39EF1597B_4.npz,2.8024606056826578,29.97365951538086,512,910,17.0,84,0.7749990820884705,0.012899909168481827,0.029846766963601112,2.0225989818573,16.24823760986328,3.5377776622772217,9.21390151977539,3.946963310241699,2.61655592918396,4.3545637130737305
43,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/03a5b89f-f574-46ee-9698-abe62de02d746845773650666151415_0.npz,2.0,15.0,512,910,17.0,30,0.7289260029792786,0.013494946993887424,0.08413069695234299,3.754500389099121,55.366302490234375,11.081462860107422,7.6953511238098145,5.081442356109619,5.653229713439941,9.776233673095703
44,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/03a5b89f-f574-46ee-9698-abe62de02d746845773650666151415_1.npz,2.6,15.0,512,910,17.0,39,0.7277778387069702,0.015349388122558594,0.08216620981693268,3.515843152999878,57.00410842895508,14.266258239746094,6.081480026245117,14.829904556274414,11.387618064880371,7.425716400146484
45,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/03a5b89f-f574-46ee-9698-abe62de02d746845773650666151415_2.npz,2.6,15.0,512,910,17.0,39,0.712070643901825,0.014863996766507626,0.07485856115818024,4.163509368896484,26.70956039428711,15.670573234558105,2.6797988414764404,16.64322280883789,4.640392303466797,4.400662899017334
46,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/03a5b89f-f574-46ee-9698-abe62de02d746845773650666151415_3.npz,2.4,15.0,512,910,17.0,36,0.7172096371650696,0.01601298153400421,0.07642418891191483,3.2308404445648193,59.56858444213867,12.425006866455078,2.8450474739074707,13.068768501281738,9.324865341186523,4.736945152282715
47,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/03a5b89f-f574-46ee-9698-abe62de02d746845773650666151415_4.npz,2.4,15.0,512,910,17.0,36,0.7251246571540833,0.014015796594321728,0.08768346905708313,3.583045482635498,68.74156188964844,16.00960922241211,8.500974655151367,6.895792007446289,7.755912780761719,10.55603313446045
48,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/03adf68f-81cb-4fae-a56b-3507d795f04756130592_0.npz,3.6177475344751646,14.649999618530273,512,910,17.0,53,0.7536141276359558,0.010859479196369648,0.056063245981931686,2.799952268600464,27.240690231323242,5.853558540344238,2.153550863265991,6.711186408996582,35.60601043701172,21.255666732788086
49,filename,skeleton_path,/home/eloise/nas/dataset/cap_dataset_metadata/person_bumps_into_wall/03adf68f-81cb-4fae-a56b-3507d795f04756130592_1.npz,4.368600796347368,14.649999618530273,512,910,17.0,64,0.7423001527786255,0.010506780818104744,0.05609939619898796,2.4757070541381836,19.408292770385742,3.803065776824951,4.048713684082031,15.336627960205078,25.127918243408203,24.253883361816406
